Date;Time;Speed;Running;Battery Voltage;GSM signal strength;Odometer (Server);Satellites;Temperature A;Humidity A
2017-06-06;16:57;;;30;90;;16;37;19.7
2017-06-06;17:02;;;30;94;;16;36.8;19.7
2017-06-06;17:07;;;30;68;;16;36.4;20.3
2017-06-06;17:12;;;30;87;;16;36;20.9
2017-06-06;17:13;;;;;;;35.8;
2017-06-06;17:17;;;30;90;;15;35.5;22.1
2017-06-06;17:22;;;30;84;;13;35.1;22.1
2017-06-06;17:27;;;30;84;;13;34.7;22.1
2017-06-06;17:32;;;30;84;;13;34.3;22.7
2017-06-06;17:37;;;30;87;;14;33.8;23.3
2017-06-06;17:42;;;30;84;;14;33.3;23.9
2017-06-06;17:47;;;30;84;;13;32.9;24.5
2017-06-06;17:52;;;30;81;;13;32.5;25.7
2017-06-06;17:56;;;30;81;;12;32.1;25.1
2017-06-06;18:02;;;30;87;;11;31.7;26.3
2017-06-06;18:07;;;30;90;;13;31.4;26.3
2017-06-06;18:11;;;30;77;;14;31;26.9
2017-06-06;18:13;;;;84;;12;30.9;
2017-06-06;18:17;;;30;77;;;30.6;26.9
2017-06-06;18:21;;;30;81;;13;30.3;28.1
2017-06-06;18:26;;;30;68;;12;30;28.1
2017-06-06;18:32;;;30;68;;11;29.7;28.7
2017-06-06;18:36;;;30;74;;13;29.4;29.3
2017-06-06;18:41;;;30;81;;11;29.1;29.2
2017-06-06;18:46;;;30;77;;11;28.9;29.8
2017-06-06;18:51;;;30;71;;12;28.6;30.4
2017-06-06;18:56;;;30;77;;14;28.4;30.4
2017-06-06;19:01;;;30;84;;13;28.1;31
2017-06-06;19:06;;;30;61;;14;27.9;31
2017-06-06;19:11;;;30;71;;14;27.7;31
2017-06-06;19:13;;;;65;;;27.6;
2017-06-06;19:16;;;30;81;;14;27.5;31.6
2017-06-06;19:21;;;30;74;;14;27.3;31.6
2017-06-06;19:26;;;30;77;;13;27.1;31.6
2017-06-06;19:31;;;30;74;;14;27;32.2
2017-06-06;19:36;;;30;87;;14;26.8;32.8
2017-06-06;19:41;;;30;87;;13;26.7;32.8
2017-06-06;19:46;;;30;90;;14;26.5;33.4
2017-06-06;19:51;;;30;84;;15;26.4;32.8
2017-06-06;19:56;;;30;68;;13;26.3;33.4
2017-06-06;20:01;;;30;71;;13;26.1;33.4
2017-06-06;20:06;;;30;81;;13;26;33.4
2017-06-06;20:11;;;30;84;;12;25.9;33.3
2017-06-06;20:13;;;;74;;11;25.8;32.7
2017-06-06;20:16;;;30;77;;12;;33.3
2017-06-06;20:21;;;30;84;;9;25.6;33.3
2017-06-06;20:26;;;30;87;;12;25.5;33.9
2017-06-06;20:31;;;30;81;;10;25.4;33.3
2017-06-06;20:36;;;30;84;;10;25.3;33.9
2017-06-06;20:41;;;25;90;;9;25.1;33.9
2017-06-06;20:46;;;25;84;;11;25.1;33.9
2017-06-06;20:51;;;25;77;;10;24.9;33.9
2017-06-06;20:56;;;25;84;;10;24.8;33.9
2017-06-06;21:01;;;25;81;;12;24.7;34.5
2017-06-06;21:06;;;25;81;;10;24.6;33.9
2017-06-06;21:11;;;25;84;;11;24.6;34.5
2017-06-06;21:13;;;;81;;;24.5;
2017-06-06;21:16;;;25;;;12;;34.5
2017-06-06;21:21;;;25;87;;10;24.3;34.5
2017-06-06;21:26;;;25;77;;12;24.3;34.5
2017-06-06;21:31;;;25;84;;13;24.2;34.4
2017-06-06;21:36;;;25;84;;11;24.1;34.4
2017-06-06;21:41;;;25;84;;11;24;34.4
2017-06-06;21:46;;;25;84;;11;23.9;35
2017-06-06;21:47;;;;;;12;23.8;29.5
2017-06-06;21:49;;;64;94;;11;;33.2
2017-06-06;21:49;;;;97;;;;
2017-06-06;21:51;;;67;100;;;24.8;32
2017-06-06;21:56;;;70;97;;9;27.4;27.9
2017-06-06;21:56;;;;;;10;27.5;
2017-06-06;22:01;;;70;97;;11;29.5;25.5
2017-06-06;22:06;;;70;97;;12;30.6;24.4
2017-06-06;22:11;;;70;97;;10;31.5;23.2
2017-06-06;22:13;;;;;;11;31.6;
2017-06-06;22:16;;;70;97;;;32;23.2
2017-06-06;22:19;;;;;;10;32.2;22.6
2017-06-06;22:19;;;48;94;;11;;
2017-06-06;22:21;;;39;97;;10;31.8;
2017-06-06;22:26;;;39;100;;10;29.8;23.7
2017-06-06;22:31;;;39;97;;10;28.5;25.5
2017-06-06;22:36;;;30;97;;11;27.6;26.1
2017-06-06;22:41;;;30;97;;12;27.1;26.6
2017-06-06;22:46;;;30;97;;12;26.8;27.9
2017-06-06;22:51;;;30;100;;12;26.4;28.5
2017-06-06;22:56;;;30;100;;11;26.1;28.4
2017-06-06;23:01;;;30;97;;13;26;29
2017-06-06;23:06;;;30;100;;10;25.8;29
2017-06-06;23:11;;;30;100;;11;25.7;29.6
2017-06-06;23:13;;;;;;10;;
2017-06-06;23:16;;;30;100;;11;25.6;29.6
2017-06-06;23:21;;;30;100;;13;25.5;29.6
2017-06-06;23:26;;;30;100;;11;25.5;29.6
2017-06-06;23:31;;;30;100;;9;25.4;29.6
2017-06-06;23:36;;;30;100;;9;25.4;30.2
2017-06-06;23:41;;;30;100;;11;25.3;30.2
2017-06-06;23:46;;;30;100;;10;25.3;29.6
2017-06-06;23:51;;;30;100;;12;25.3;30.2
2017-06-06;23:56;;;30;100;;10;25.3;30.2
2017-06-07;00:01;;;30;100;;12;25.2;30.8
2017-06-07;00:06;;;30;100;;10;25.2;30.2
2017-06-07;00:11;;;30;97;;11;25.2;30.2
2017-06-07;00:13;;;;100;;12;;
2017-06-07;00:16;;;30;;;14;25.2;30.8
2017-06-07;00:21;;;30;100;;11;25.1;30.8
2017-06-07;00:26;;;30;100;;12;25.1;30.8
2017-06-07;00:31;;;25;100;;12;25.1;30.8
2017-06-07;00:36;;;30;100;;12;25.1;31.4
2017-06-07;00:41;;;30;100;;12;25.1;30.8
2017-06-07;00:46;;;30;100;;15;25.1;30.8
2017-06-07;00:51;;;30;100;;12;25.1;30.8
2017-06-07;00:56;;;30;100;;13;25.1;31.4
2017-06-07;01:01;;;30;100;;14;25.1;30.8
2017-06-07;01:06;;;30;100;;13;25.1;31.4
2017-06-07;01:11;;;30;100;;14;25.1;31.4
2017-06-07;01:13;;;;;;15;;
2017-06-07;01:16;;;30;100;;;25.1;32.1
2017-06-07;01:21;;;30;100;;13;25.1;31.4
2017-06-07;01:26;;;30;100;;10;25;31.4
2017-06-07;01:31;;;30;100;;11;25;32.1
2017-06-07;01:36;;;30;100;;13;25;31.4
2017-06-07;01:41;;;30;100;;10;25;31.4
2017-06-07;01:46;;;30;100;;13;25;32.1
2017-06-07;01:51;;;30;100;;13;25;31.4
2017-06-07;01:56;;;30;100;;14;25;32.1
2017-06-07;02:01;;;30;100;;11;25;32.1
2017-06-07;02:06;;;25;45;;11;25;32.1
2017-06-07;02:11;;;30;100;;13;25.1;32.1
2017-06-07;02:13;;;;;;12;;32.7
2017-06-07;02:16;;;30;100;;;25.1;32.1
2017-06-07;02:21;;;30;100;;11;25;32.1
2017-06-07;02:26;;;30;100;;14;25;32.7
2017-06-07;02:31;;;30;100;;14;25;32.7
2017-06-07;02:36;;;25;100;;14;24.9;32
2017-06-07;02:41;;;25;100;;15;24.9;32.7
2017-06-07;02:46;;;25;100;;12;24.9;32.7
2017-06-07;02:51;;;25;100;;12;24.8;32.7
2017-06-07;02:56;;;25;100;;11;24.8;32
2017-06-07;03:01;;;25;100;;12;24.8;32.7
2017-06-07;03:06;;;25;100;;13;24.8;32.7
2017-06-07;03:11;;;25;100;;15;24.8;32.7
2017-06-07;03:16;;;25;100;;14;24.8;33.3
2017-06-07;03:21;;;25;100;;11;24.8;32.7
2017-06-07;03:26;;;25;100;;11;24.8;33.3
2017-06-07;03:31;;;25;100;;13;24.7;33.3
2017-06-07;03:36;;;25;100;;14;24.7;32.6
2017-06-07;03:41;;;25;100;;11;24.7;33.3
2017-06-07;03:46;;;25;100;;10;24.7;33.3
2017-06-07;03:51;;;25;100;;12;24.6;33.3
2017-06-07;03:56;;;25;100;;12;24.6;32.6
2017-06-07;04:01;;;25;100;;12;24.6;33.3
2017-06-07;04:06;;;25;97;;14;24.6;33.3
2017-06-07;04:11;;;25;100;;13;24.6;33.3
2017-06-07;04:13;;;;;;12;;33.9
2017-06-07;04:16;;;25;97;;13;24.6;33.3
2017-06-07;04:21;;;25;100;;13;24.6;33.3
2017-06-07;04:26;;;25;100;;13;24.6;33.3
2017-06-07;04:31;;;25;100;;12;24.6;33.3
2017-06-07;04:36;;;25;100;;15;24.6;33.3
2017-06-07;04:41;;;25;100;;13;24.6;33.3
2017-06-07;04:46;;;25;100;;11;24.6;33.3
2017-06-07;04:51;;;25;100;;13;24.6;33.3
2017-06-07;04:56;;;25;100;;14;24.6;33.3
2017-06-07;05:01;;;25;100;;11;24.6;33.3
2017-06-07;05:06;;;25;100;;10;24.6;33.3
2017-06-07;05:11;;;25;100;;10;24.6;33.9
2017-06-07;05:13;;;;;;;;33.3
2017-06-07;05:16;;;25;100;;12;24.6;34.5
2017-06-07;05:21;;;25;100;;11;24.6;33.9
2017-06-07;05:26;;;21;100;;10;24.6;33.3
2017-06-07;05:31;;;21;100;;10;24.6;33.3
2017-06-07;05:36;;;21;100;;9;24.6;33.3
2017-06-07;05:41;;;21;100;;8;24.6;33.9
2017-06-07;05:46;;;21;100;;9;24.6;33.9
2017-06-07;05:51;;;21;100;;8;24.6;33.9
2017-06-07;05:56;;;21;100;;11;24.6;34.5
2017-06-07;06:01;;;21;100;;8;24.6;33.3
2017-06-07;06:06;;;21;100;;9;24.6;33.9
2017-06-07;06:11;;;21;100;;9;24.6;33.9
2017-06-07;06:13;;;;;;11;;33.3
2017-06-07;06:16;;;21;100;;10;24.6;34.5
2017-06-07;06:21;;;21;100;;8;24.6;33.9
2017-06-07;06:26;;;21;100;;9;24.7;33.9
2017-06-07;06:31;;;21;100;;8;24.7;33.9
2017-06-07;06:36;;;19;100;;8;24.7;33.9
2017-06-07;06:41;;;19;97;;7;24.8;33.9
2017-06-07;06:46;;;19;100;;8;24.8;33.9
2017-06-07;06:51;;;19;100;;10;24.8;33.9
2017-06-07;06:56;;;19;100;;11;24.8;33.9
2017-06-07;07:00;;;;97;;9;;
2017-06-07;07:01;;;58;84;;10;;36.9
2017-06-07;07:01;;;;90;;9;24.9;33.9
2017-06-07;07:03;;;64;84;;11;25.8;33.3
2017-06-07;07:11;;;67;81;;11;28.9;29.2
2017-06-07;07:13;;;;87;;9;29.5;28.6
2017-06-07;07:15;;;;;;;29.8;28
2017-06-07;07:16;;;67;84;;10;30;28.7
2017-06-07;07:19;;;70;87;;9;30.5;29.3
2017-06-07;07:21;;;;;;12;31;29.4
2017-06-07;07:23;;;;90;;10;31.3;
2017-06-07;07:26;;;70;;;11;31.8;29.4
2017-06-07;07:29;;;;84;;12;32.2;30.1
2017-06-07;07:31;;;70;90;;10;32.3;30.7
2017-06-07;07:32;;;;87;;8;32.4;
2017-06-07;07:36;;;;84;;11;32.7;
2017-06-07;07:36;;;70;90;;;;31.3
2017-06-07;07:41;;;70;90;;13;33.1;30.1
2017-06-07;07:45;;;;87;;11;33.3;
2017-06-07;07:46;;;;;;;;
2017-06-07;07:46;;1;70;;;;;30.8
2017-06-07;07:48;;;;90;;;33.5;30.1
2017-06-07;07:50;;;48;84;;11;33.4;31.4
2017-06-07;07:51;30;;39;81;;5;32.6;31.3
2017-06-07;07:51;24;;;87;;;32.5;32.6
2017-06-07;07:56;95;;39;97;;15;27.2;31.6
2017-06-07;08:01;65;;39;100;;14;25.3;37
2017-06-07;08:06;;;39;100;;13;24.4;36.9
2017-06-07;08:11;123;;39;100;;13;23.8;38.7
2017-06-07;08:13;134;;30;;;16;23.6;39.3
2017-06-07;08:16;142;;39;81;;;23.3;39.9
2017-06-07;08:21;25;;39;97;;16;23.2;40.5
2017-06-07;08:26;;1;39;94;;17;23.2;41.1
2017-06-07;08:26;;;;;;;;
2017-06-07;08:31;;;30;94;;17;23.2;41.1
2017-06-07;08:36;;;30;94;;18;23.2;41.1
2017-06-07;08:41;;;30;94;;18;23.3;41.1
2017-06-07;08:46;;;30;94;;19;23.3;41.1
2017-06-07;08:51;;;30;90;;15;23.4;41.7
2017-06-07;08:56;;;30;94;;17;23.5;41.7
2017-06-07;09:01;;;30;94;;19;23.6;41.7
2017-06-07;09:06;;;30;90;;20;23.8;42.4
2017-06-07;09:11;;;30;94;;19;23.9;42.4
2017-06-07;09:13;;;;90;;20;24;43
2017-06-07;09:16;;;30;94;;18;;42.4
2017-06-07;09:21;;;30;90;;21;24.2;43
2017-06-07;09:26;;;30;94;;17;24.4;43.7
2017-06-07;09:31;;;30;94;;18;24.6;43.7
2017-06-07;09:36;;;30;94;;16;24.8;44.3
2017-06-07;09:41;;;30;90;;18;25;44.9
2017-06-07;09:46;;;30;94;;18;25.2;44.3
2017-06-07;09:51;;;30;90;;18;25.5;44.4
2017-06-07;09:56;;;30;90;;18;25.6;45.6
2017-06-07;10:01;;;30;94;;20;25.9;45
2017-06-07;10:06;;;30;90;;18;26;44.4
2017-06-07;10:11;;;30;87;;21;26.1;44.4
2017-06-07;10:13;;;;90;;19;26.2;45.1
2017-06-07;10:16;;;30;87;;;26.3;44.5
2017-06-07;10:21;;;30;90;;20;26.3;44.5
2017-06-07;10:26;;;30;90;;19;26.4;44.5
2017-06-07;10:31;;;30;90;;19;26.5;44.5
2017-06-07;10:36;;;30;90;;20;26.5;43.9
2017-06-07;10:41;;;30;94;;20;26.5;44.5
2017-06-07;10:46;;;30;94;;18;26.5;43.9
2017-06-07;10:51;;;30;90;;18;26.5;44.5
2017-06-07;10:56;;;30;87;;16;26.5;43.9
2017-06-07;11:01;;;30;90;;18;26.5;43.9
2017-06-07;11:06;;;30;94;;18;26.4;43.8
2017-06-07;11:11;;;30;90;;17;26.4;43.8
2017-06-07;11:13;;;;94;;;26.3;
2017-06-07;11:16;;;30;;;16;;43.2
2017-06-07;11:21;;;30;94;;18;26.3;43.8
2017-06-07;11:26;;;30;94;;18;26.1;43.2
2017-06-07;11:31;;;30;90;;17;26.1;44.4
2017-06-07;11:36;;;30;94;;18;26;44.4
2017-06-07;11:41;;;30;94;;19;26;43.8
2017-06-07;11:46;;;30;94;;19;25.9;43.8
2017-06-07;11:51;;;30;94;;19;25.8;43.8
2017-06-07;11:56;;;30;90;;18;25.6;43.8
2017-06-07;12:01;;;30;94;;17;25.5;43.8
2017-06-07;12:06;;;30;90;;17;25.3;43.7
2017-06-07;12:11;;;30;90;;17;25.1;43.7
2017-06-07;12:13;;;;94;;18;;
2017-06-07;12:16;;;30;90;;;25;43.7
2017-06-07;12:21;;;30;94;;16;24.8;43.7
2017-06-07;12:26;;;30;94;;18;24.5;43.7
2017-06-07;12:31;;;30;94;;17;24.3;43.6
2017-06-07;12:36;;;30;94;;16;24;44.2
2017-06-07;12:41;;;30;94;;18;23.7;44.2
2017-06-07;12:46;;;30;97;;17;23.4;44.8
2017-06-07;12:51;;;30;94;;17;23.1;44.8
2017-06-07;12:56;;;30;94;;17;22.9;45.3
2017-06-07;13:01;;;30;97;;17;22.6;44.7
2017-06-07;13:06;;;30;94;;16;22.5;45.3
2017-06-07;13:11;;;30;94;;18;22.3;45.9
2017-06-07;13:13;;;;;;16;22.2;45.3
2017-06-07;13:16;;;30;94;;17;22.1;45.9
2017-06-07;13:21;;;30;97;;17;21.9;45.9
2017-06-07;13:26;;;30;94;;16;21.8;46.5
2017-06-07;13:31;;;30;94;;17;21.6;46.4
2017-06-07;13:36;;;25;94;;16;21.4;46.4
2017-06-07;13:41;;;25;87;;16;21.3;46.4
2017-06-07;13:46;;;25;94;;16;21.1;46.4
2017-06-07;13:51;;;25;94;;16;21;47.6
2017-06-07;13:56;;;25;94;;18;20.8;46.4
2017-06-07;14:01;;;25;97;;19;20.6;46.3
2017-06-07;14:06;;;25;97;;17;20.5;46.9
2017-06-07;14:11;;;25;97;;15;20.4;46.9
2017-06-07;14:13;;;;;;16;;
2017-06-07;14:16;;;25;97;;17;20.3;46.9
2017-06-07;14:21;;;25;97;;17;20.3;47.5
2017-06-07;14:26;;;25;94;;14;20.1;47.5
2017-06-07;14:31;;;25;97;;16;20.1;47.5
2017-06-07;14:36;;;25;94;;17;20;46.9
2017-06-07;14:41;;;25;94;;17;20;46.9
2017-06-07;14:46;;;25;94;;16;19.9;47.5
2017-06-07;14:51;;;25;90;;16;19.8;46.9
2017-06-07;14:56;;;25;90;;15;19.8;47.5
2017-06-07;15:01;;;25;90;;14;19.7;47.5
2017-06-07;15:06;;;25;87;;15;19.6;47.5
2017-06-07;15:11;;;25;90;;15;19.6;46.9
2017-06-07;15:13;;;;;;;;
2017-06-07;15:13;;1;;;;;;
2017-06-07;15:16;68;;25;90;;15;19.6;53.5
2017-06-07;15:21;119;;25;71;;15;19.8;54.2
2017-06-07;15:26;100;;25;77;;16;19.9;54.2
2017-06-07;15:31;97;;25;87;;16;20;54.2
2017-06-07;15:36;33;;25;100;;17;20.1;53.6
2017-06-07;15:41;67;;25;100;;16;20.3;56.6
2017-06-07;15:46;77;;25;87;;14;20.4;51.8
2017-06-07;15:51;;1;25;90;;14;20.5;52.4
2017-06-07;15:51;;;;;;;;
2017-06-07;15:54;;;;94;;;;58.5
2017-06-07;15:55;;;64;87;;12;20.9;56.7
2017-06-07;15:56;;;;84;;;21.3;54.9
2017-06-07;15:57;;;67;90;;9;22.1;52
2017-06-07;16:00;;;70;87;;12;24.2;46.7
2017-06-07;16:01;;;;;;13;24.8;44.9
2017-06-07;16:06;;;70;81;;13;27.6;39.6
2017-06-07;16:11;;;70;77;;14;29.5;36.7
2017-06-07;16:13;;;;84;;13;30.2;36.1
2017-06-07;16:16;;;70;77;;14;30.8;34.9
2017-06-07;16:21;;;70;81;;14;31.8;33.8
2017-06-07;16:26;;;70;77;;11;32.5;32.6
2017-06-07;16:29;;;;84;;12;32.9;
2017-06-07;16:31;;;70;81;;;32.8;32.6
2017-06-07;16:36;;;70;81;;12;33.3;32.6
2017-06-07;16:41;;;74;81;;10;33.6;31.4
2017-06-07;16:46;;;74;81;;10;33.9;31.4
2017-06-07;16:47;;;;84;;12;34;
2017-06-07;16:50;;;;;;10;33.8;30.8
2017-06-07;16:51;;;74;;;;;
2017-06-07;16:53;;;77;81;;11;34.1;32.1
2017-06-07;16:56;;;;84;;;34;31.4
2017-06-07;16:57;;;;;;9;;
2017-06-07;17:01;;;77;81;;11;;
2017-06-07;17:01;;;;84;;12;34;31.4
2017-06-07;17:06;;;80;74;;10;34;31.4
2017-06-07;17:11;;;80;84;;12;34.3;32.1
2017-06-07;17:13;;;83;77;;11;;31.5
2017-06-07;17:14;;;;74;;10;;
2017-06-07;17:16;;;;81;;11;34.3;
2017-06-07;17:21;;;83;87;;11;34.3;32.1
2017-06-07;17:26;;;86;81;;9;34.3;32.7
2017-06-07;17:31;;;91;84;;10;34.3;32.1
2017-06-07;17:36;;;91;84;;10;34.2;32.1
2017-06-07;17:41;;;94;87;;10;34.1;32.7
2017-06-07;17:46;;;94;87;;9;34;32.1
2017-06-07;17:51;;;97;84;;11;33.8;32.7
2017-06-07;17:56;;;100;84;;11;33.6;33.3
2017-06-07;18:01;;;100;84;;9;33.5;32.7
2017-06-07;18:06;;;100;81;;10;33.2;32.6
2017-06-07;18:11;;;100;84;;9;33.1;33.9
2017-06-07;18:13;;;;;;10;32.9;33.2
2017-06-07;18:16;;;100;81;;;32.7;33.8
2017-06-07;18:21;;;100;81;;9;32.3;35.1
2017-06-07;18:26;;;100;77;;7;31.8;35
2017-06-07;18:31;;;100;81;;8;31.4;35.6
2017-06-07;18:32;;;;;;7;31.3;
2017-06-07;18:36;;;100;84;;9;30.9;36.2
2017-06-07;18:36;;;;;;;30.8;35.6
2017-06-07;18:39;;;;;;;30.6;36.2
2017-06-07;18:41;;;100;84;;8;30.4;
2017-06-07;18:46;;;100;68;;8;30.1;37.4
2017-06-07;18:48;;;;77;;;30;
2017-06-07;18:51;;;100;65;;11;29.8;37.3
2017-06-07;18:51;;;;74;;;;38
2017-06-07;18:56;;;100;77;;9;29.5;37.9
2017-06-07;18:58;;;;;;11;29.3;38.5
2017-06-07;19:01;;;100;84;;8;29.2;
2017-06-07;19:06;;;100;81;;9;29;38.5
2017-06-07;19:10;;;;84;;;28.5;39.7
2017-06-07;19:11;;;97;81;;8;;
2017-06-07;19:13;;;;;;11;28.1;40.3
2017-06-07;19:15;;;;;;10;28;
2017-06-07;19:16;;;97;77;;;27.9;
2017-06-07;19:18;;;;81;;11;27.6;40.9
2017-06-07;19:21;;;97;77;;;27.5;41.5
2017-06-07;19:21;;;;;;12;;40.9
2017-06-07;19:24;;;;74;;8;27.4;41.5
2017-06-07;19:26;;;97;77;;10;;40.9
2017-06-07;19:28;;;;71;;;27.3;42.1
2017-06-07;19:31;;;97;94;;9;27.2;
2017-06-07;19:36;;;94;94;;8;26.7;42.6
2017-06-07;19:37;;;97;;;;26.6;
2017-06-07;19:41;;;94;84;;10;;43.9
2017-06-07;19:44;;;;;;9;26.7;
2017-06-07;19:46;;;94;84;;10;26.8;43.9
2017-06-07;19:49;;;;;;9;26.9;43.3
2017-06-07;19:51;;;94;84;;10;27;
2017-06-07;19:56;;;94;84;;12;27;43.3
2017-06-07;20:01;;;94;87;;12;27.1;42.7
2017-06-07;20:06;;;94;81;;11;27.1;42.7
2017-06-07;20:11;;;91;90;;12;27;42.7
2017-06-07;20:13;;;94;87;;;;42.1
2017-06-07;20:16;;;91;84;;10;27;42.7
2017-06-07;20:17;;;;;;11;27.1;
2017-06-07;20:21;;;91;84;;;27;42.7
2017-06-07;20:26;;;91;77;;10;27;42.7
2017-06-07;20:31;;;91;84;;9;26.9;42.7
2017-06-07;20:31;;;;81;;8;;
2017-06-07;20:34;;;;;;9;26.8;
2017-06-07;20:36;;;91;84;;;26.9;43.3
2017-06-07;20:41;;;91;87;;10;26.9;43.3
2017-06-07;20:46;;;;;;;;
2017-06-07;20:46;;1;91;84;;8;26.8;42.7
2017-06-07;20:51;;;86;84;;9;26.8;42.7
2017-06-07;20:53;;;;;;;;43.3
2017-06-07;20:56;;1;86;87;;9;26.7;
2017-06-07;20:56;;;;;;;;
2017-06-07;21:01;;;86;84;;9;26.7;43.3
2017-06-07;21:01;;;100;;;10;;43.9
2017-06-07;21:06;;;;81;;9;27.5;42.7
2017-06-07;21:09;;;100;;;11;28;41.5
2017-06-07;21:11;;;;81;;10;28.2;
2017-06-07;21:13;;;;84;;12;28.5;41
2017-06-07;21:13;;;;;;11;;40.3
2017-06-07;21:14;;;97;;;;;41
2017-06-07;21:16;;;94;90;;8;28.3;41.6
2017-06-07;21:16;;;;84;;9;28.1;42.2
2017-06-07;21:21;;;94;;;11;27.8;42.1
2017-06-07;21:22;;;;74;;9;27.7;
2017-06-07;21:26;;;94;84;;;27.4;43.3
2017-06-07;21:31;;;94;87;;9;27.1;43.9
2017-06-07;21:36;;;94;87;;9;26.8;45.1
2017-06-07;21:41;;;91;87;;10;26.6;45.1
2017-06-07;21:46;;;91;84;;11;26.5;45.1
2017-06-07;21:51;;;91;81;;10;26.3;45.7
2017-06-07;21:56;;;91;81;;9;26.3;46.3
2017-06-07;22:01;;;91;84;;9;26.2;46.3
2017-06-07;22:06;;;91;81;;9;26.1;46.3
2017-06-07;22:07;;;;77;;10;;45.7
2017-06-07;22:11;;;91;84;;11;26.1;46.3
2017-06-07;22:13;;;;90;;9;;45.7
2017-06-07;22:16;;;91;81;;10;26;46.3
2017-06-07;22:21;;;86;84;;8;26;46.3
2017-06-07;22:23;;;91;;;7;;45.7
2017-06-07;22:26;;;;84;;10;26;46.9
2017-06-07;22:31;;;86;77;;8;25.9;46.9
2017-06-07;22:36;;;86;74;;9;25.9;46.9
2017-06-07;22:41;;;86;74;;9;25.9;47.5
2017-06-07;22:46;;;86;77;;10;25.9;47.5
2017-06-07;22:51;;;86;77;;13;25.9;47.5
2017-06-07;22:56;;;86;74;;14;25.9;47.5
2017-06-07;23:01;;;86;77;;12;25.9;47.5
2017-06-07;23:06;;;86;74;;13;25.9;46.9
2017-06-07;23:11;;;86;74;;14;25.8;47.5
2017-06-07;23:13;;;;;;13;25.9;
2017-06-07;23:16;;;86;77;;11;;46.9
2017-06-07;23:21;;;86;77;;11;25.8;46.9
2017-06-07;23:26;;;86;77;;9;25.8;46.9
2017-06-07;23:31;;;86;77;;12;25.8;46.9
2017-06-07;23:35;;;86;81;;11;25.8;46.2
2017-06-07;23:41;;;86;77;;11;25.8;46.2
2017-06-07;23:46;;;83;77;;13;25.8;46.2
2017-06-07;23:50;;;86;77;;11;25.8;46.2
2017-06-07;23:56;;;83;77;;11;25.8;46.2
2017-06-08;00:00;;;83;77;;13;25.8;45.6
2017-06-08;00:05;;;83;74;;13;25.8;46.2
2017-06-08;00:10;;;83;74;;11;25.8;46.2
2017-06-08;00:13;;;;77;;10;;45.6
2017-06-08;00:15;;;83;74;;9;25.8;
2017-06-08;00:20;;;83;74;;8;25.8;45.6
2017-06-08;00:25;;;83;74;;8;25.8;45.6
2017-06-08;00:30;;;83;74;;10;25.7;45.6
2017-06-08;00:35;;;83;77;;12;25.7;46.2
2017-06-08;00:40;;;80;77;;13;25.7;45.6
2017-06-08;00:45;;;80;77;;15;25.6;45
2017-06-08;00:50;;;80;77;;14;25.6;45
2017-06-08;00:55;;;80;77;;12;25.6;45
2017-06-08;01:00;;;80;77;;15;25.6;45
2017-06-08;01:05;;;80;81;;10;25.6;45
2017-06-08;01:10;;;80;84;;12;25.6;45
2017-06-08;01:13;;;;;;13;;
2017-06-08;01:15;;;80;81;;14;25.6;44.4
2017-06-08;01:20;;;77;81;;12;25.6;45
2017-06-08;01:25;;;77;81;;10;25.6;44.4
2017-06-08;01:30;;;77;81;;12;25.6;45.6
2017-06-08;01:35;;;77;77;;14;25.6;45
